BGS	25.425156	86.134336
BGSF	18.347600	79.483100
BGTA	22.631121	77.994117
BGTN	31.596400	74.880500
BGU	26.738252	85.273304
BGUA	18.826834	82.965577
BGVN	18.316900	74.774700
BGWD	16.307701	74.753530
BGWI	18.700603	73.708777
BGX	25.916519	73.821602
BGY	22.130700	86.501400
BGZ	28.701053	76.931076
BH	21.707300	72.998000
BHA	27.068794	77.966537
BHAD	25.427152	85.860043
BHAL	22.477500	72.835000
BHAN	23.358489	72.234392
BHAS	25.788300	74.634400
BHAT	26.327114	77.674541
BHAU	24.678877	86.690021
BHAW	26.801800	80.980200
BHB	25.553400	86.586800
BHBK	19.464003	78.166351
BHBR	26.497051	84.232418
BHBV	25.274969	83.102303
BHC	21.091200	86.515700
BHCL	25.365278	83.490086
BHD	28.746380	77.137323
BHDH	27.944561	79.797159
BHDR	25.677000	81.568100
BHEL	17.502231	78.282124
BHET	21.127900	72.861300
BHG	27.105436	75.712709
BHGH	23.274939	88.634176
BHGJ	25.732179	86.992235
BHGN	26.354344	93.926067
BHGP	27.326100	83.387200
BHHT	26.448904	86.371937
BHHZ	28.719270	77.303581
BHI	28.777511	79.500442
BHJ	26.283600	83.731200
BHJA	18.472600	82.685400
BHK	27.798800	78.734300
BHKA	22.686172	88.563988
BHKD	23.637000	85.371600
BHKH	24.838932	84.468727
BHKL	28.308461	78.474655
BHL	25.344000	74.631200
BHLA	23.181657	88.428482
BHLE	24.916300	87.010600
BHLK	18.047141	77.228211
BHLP	25.287400	82.957100
BHM	31.197400	75.894100
BHMA	25.365272	87.617876
BHME	23.756200	86.064300
BHMW	29.239370	76.550750
BHN	23.805900	86.378100
BHNA	23.311951	88.641349
BHNE	21.018600	75.222100
BHNG	27.001940	92.644720
BHNP	25.614551	87.742542
BHNS	18.776702	81.265158
BHOI	30.894271	75.871410
BHP	23.658200	87.698500
BHPA	22.229600	88.349047
BHPI	20.735150	83.616318
BHR	22.827700	88.341300
BHRB	24.195460	92.541060
BHRL	32.271168	75.616493
BHRM	23.598095	91.360535
BHS	23.522600	77.815100
BHSA	26.576399	85.533371
BHT	29.386500	75.339600
BHTA	22.088654	69.280862
BHTH	25.894901	86.907177
BHTK	22.608300	81.898100
BHTL	22.163876	69.493409
BHTN	23.142608	79.673891
BHTR	26.309900	84.032600
BHTS	27.504100	79.384200
BHU	23.708900	72.389200
BHUA	25.927000	79.298400
BHUJ	23.266283	69.678088
BHV	22.171867	79.689589
BHW	24.857858	87.774603
BHWA	23.780632	73.523555
BHWR	27.234484	84.487438
BHX	30.217783	74.783270
BHY	21.849400	70.235600
BHZ	24.963200	92.689500
BI	24.411515	74.468765
BIA	21.202200	81.421300
BIC	28.182661	81.271671
BICI	23.533143	84.728279
BID	12.800500	77.390300
BIDR	17.911600	77.513700
BIG	22.430700	82.031900
BIGA	28.051050	74.144484
BIGH	25.390944	86.982578
BIJ	23.236300	88.551700
BIJR	13.822656	74.642514
BIK	28.334679	80.486012
BILA	27.065000	75.304000
BILD	23.225100	74.918100
BILK	21.443200	70.600500
BILP	22.196505	73.323827
BIM	20.763779	72.970934
BIML	24.752500	73.922500
BINA	24.171114	78.183340
BINR	27.439279	77.089348
BIO	22.866400	74.347100
BIP	25.136700	80.998200
BIPR	25.129744	72.392349
BIQ	26.933000	77.457500
BIRA	22.789600	88.571600
BIRD	19.268754	73.045864
BIRL	25.938624	86.233000
BIRP	22.823750	86.064752
BIS	20.885200	76.339200
BISH	25.448574	72.574917
BIWK	24.500200	74.783300
BIX	26.588600	78.777100
BIY	21.134300	73.105900
BIZ	26.343800	91.684500
BJ	28.401090	78.631096
BJA	24.946550	78.421215
BJBA	33.789450	75.075445
BJD	22.894900	72.677300
BJE	23.642055	86.446879
BJF	26.497557	90.707417
BJG	23.042400	74.694800
BJI	25.376200	78.517500
BJIH	26.186600	85.976000
BJK	25.144800	76.395400
BJKN	29.523800	75.098600
BJL	26.851335	93.550129
BJLP	27.449638	80.800152
BJM	9.018800	77.191800
BJMD	22.166063	85.411922
BJMR	32.052826	76.651729
BJN	24.983500	73.915300
BJNR	25.930613	74.652669
BJO	29.385400	78.146600
BJP	16.830570	75.739511
BJPD	20.537400	86.367000
BJPL	32.049989	76.632128
BJQ	24.136237	78.260696
BJR	26.685500	80.139100
BJRA	27.107500	76.680900
BJRI	23.250500	82.119100
BJT	26.546700	85.620400
BJU	25.462000	85.989000
BJUD	21.736261	71.828055
BJV	28.575000	79.655500
BJW	22.366700	73.143600
BJWS	28.313146	76.253228
BJY	25.626514	88.229485
BK	25.213522	72.488073
BKA	22.917400	77.649700
BKAC	23.640750	85.463822
BKC	26.807640	72.787213
BKD	23.270316	72.128106
BKDE	29.378800	76.557200
BKDR	23.387363	86.021787
BKG	25.547300	85.273100
BKH	22.775232	78.538347
BKHR	25.500400	87.310200
BKI	27.039200	76.566700
BKIT	15.436300	75.590200
BKJ	13.477499	74.759720
BKKA	29.239300	74.750800
BKKI	23.097487	85.963669
BKKS	26.776500	81.051900
BKL	17.031100	80.261000
BKLA	25.798037	84.543571
BKLC	23.633359	85.421079
BKLE	24.925500	87.778100
BKN	28.014029	73.316488
BKNA	29.035910	78.274841
BKNG	22.282743	70.792058
BKNM	22.591765	88.272142
BKNO	23.252000	87.101800
BKO	26.116600	80.580500
BKP	25.456140	85.529594
BKPL	25.454102	85.574961
BKPR	22.985736	84.956245
BKPT	14.409000	78.969700
BKRD	25.342900	87.912400
BKRH	26.313420	84.694290
BKRL	22.593700	73.423100
BKRO	23.785300	85.875800
BKS	26.467869	92.570003
BKSA	25.830600	82.513100
BKSC	23.656711	86.085176
BKSL	25.299764	87.299938
BKSN	23.671726	86.078911
BKT	26.983500	80.922400
BKTB	26.715400	92.726100
BKTH	21.497400	81.779800
